,K0,K1,K2,K3,K4,K5,K6,K7,K8,K9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80,U81,U82,U83,U84,U85,U86,U87,U88,U89,U90,U91,U92,U93,U94,U95,U96,U97,U98,U99
Sample92,328.434,22.274,6.396,6.287,1187.556,2518.984,276.218,936.346,148.211,3677.29,1344.092,3.787,1799.072,3.746,754.769,16.439,2296.338,156.042,42.737,67.353,4.851,10.334,534.045,417.481,222.405,52.023,5744.391,3129.286,342.859,336.394,550.935,73.787,14.313,774.864,137.406,32.072,141.277,2516.938,3992.947,46.118,252.96,45.107,369.444,39.669,58.477,2549.746,11.24,426.957,7.762,1703.696,785.083,19.102,1495.793,7.265,37.326,14.861,132.999,728.868,27.916,5.096,63.276,14.738,9.047,309.801,41.378,453.41,16.239,3105.94,64.926,8.607,309.108,3427.678,90.938,2570.481,177.548,98.341,375.594,6169.373,4149.096,129.202,994.952,134.372,139.891,1234.252,91.166,732.987,505.017,3917.916,10.109,690.356,2217.723,3550.764,5.301,1423.686,5070.74,3205.061,10.735,4375.242,2751.166,1452.189
Sample93,337.082,22.899,7.272,7.438,1038.971,2666.098,277.258,932.707,136.274,3445.56,1482.179,3.22,1783.269,3.593,905.326,15.468,2164.162,151.366,39.708,54.052,5.066,11.352,600.972,433.165,239.692,62.892,5610.088,2874.317,443.231,393.941,491.871,65.284,13.729,536.313,140.531,37.485,170.969,2116.35,4137.047,42.17,217.017,34.867,331.944,24.441,55.085,2470.895,13.478,423.557,7.001,1741.281,910.16,18.881,1671.243,7.138,41.585,14.182,142.358,710.596,28.452,5.543,76.859,15.583,7.576,377.651,37.895,349.574,15.665,3581.167,64.861,9.276,367.814,3261.664,91.675,2769.324,198.84,88.373,392.858,5431.295,3757.813,126.795,987.552,114.038,136.685,1129.762,96.785,516.944,641.924,2982.018,11.709,711.977,2259.024,3788.601,5.592,1202.536,4980.985,3772.976,6.829,4657.662,2917.706,1362.416
Sample94,381.806,27.364,6.72,6.772,1026.459,2215.305,276.283,935.065,141.46,3254.894,1178.305,2.839,2128.449,3.844,892.48,15.901,2248.164,132.039,45.891,51.655,4.453,10.662,539.01,376.758,327.785,47.611,5485.98,3518.319,351.775,348.914,457.987,62.011,15.127,724.364,152.126,32.495,153.218,2403.873,3684.104,50.241,212.504,39.913,341.949,38.204,69.507,2487.273,15.099,387.337,8.515,1502.221,785.986,20.871,1487.384,6.708,39.071,14.649,147.446,915.335,27.634,3.162,60.812,17.609,8.372,311.701,38.359,423.067,18.097,3523.761,63.433,9.502,290.518,3781.938,82.231,2769.908,192.446,104.33,319.286,5442.975,4352.988,127.901,1049.738,125.012,167.565,1033.673,86.101,544.917,525.463,4053.119,10.579,719.408,2212.48,3965.851,5.65,1437.03,5755.613,3803.23,8.874,4087.977,2604.141,1393.344
Sample95,347.891,23.952,7.819,6.448,1157.316,2574.958,269.557,901.94,106.023,2660.602,1396.512,2.58,2002.869,4.994,848.175,17.264,2455.017,135.157,43.99,60.971,5.037,9.385,582.816,420.444,312.628,57.459,5991.648,2855.558,331.969,367.228,544.051,65.687,13.885,667.708,146.418,27.12,164.63,2114.088,3427.986,48.529,234.129,41.848,296.716,37.588,58.234,2780.957,16.073,418.58,7.538,1591.177,580.341,22.625,1524.151,7.786,35.057,14.882,132.432,828.57,27.318,5.032,66.626,15.136,8.585,337.029,44.098,498.281,17.056,4011.465,74.025,8.343,351.594,3510.133,76.378,2233.298,167.047,102.02,320.589,6540.858,4387.289,125.68,1003.741,116.203,137.32,1302.996,95.778,592.824,469.917,3494.025,9.862,757.684,2255.579,3715.415,5.004,1118.623,4867.333,3703.723,6.657,5136.119,3107.038,1312.384
Sample96,372.128,26.573,8.325,6.99,1018.914,2524.509,286.378,870.393,146.776,3263.901,1166.799,2.704,1778.911,3.644,739.357,13.753,2067.962,151.434,42.774,48.822,5.371,9.87,716.38,425.884,254.141,45.302,6006.572,3275.529,395.436,279.57,541.404,56.911,13.252,606.69,135.125,35.735,134.931,2206.366,3698.494,47.848,221.409,49.236,344.592,27.382,59.517,2715.509,13.261,431.729,7.971,1837.615,617.873,18.208,1516.455,6.011,39.565,12.055,103.122,658.221,28.687,4.41,61.52,16.425,8.839,319.82,43.008,351.07,12.76,3715.567,83.86,8.529,317.907,3674.591,80.973,3493.845,209.492,106.344,341.138,5057.845,4104.386,122.134,1066.839,104.397,146.343,1107.696,93.705,511.454,579.823,3703.73,9.461,686.279,2198.242,3691.713,5.422,1262.955,5211.915,3228.33,8.391,4622.239,2906.016,1264.312
Sample97,351.455,17.858,6.808,6.65,1194.08,2657.983,285.604,812.361,142.328,3416.317,1493.734,2.884,1428.448,2.799,886.138,15.384,1992.176,113.443,41.869,55.106,5.907,9.624,652.802,418.14,235.823,46.788,5873.794,3174.341,432.302,367.881,515.25,57.609,14.037,637.788,131.842,38.834,155.992,2383.325,4072.451,46.994,215.823,36.194,332.796,36.881,74.435,2449.594,11.86,419.409,8.598,1705.503,656.648,25.362,1627.659,8.03,41.492,13.665,117.266,563.318,27.524,3.817,71.244,16.513,6.872,327.843,41.539,353.504,17.369,3059.92,70.609,8.476,307.458,3688.351,77.555,2352.37,180.974,105.42,388.581,6006.818,3944.76,129.595,1009.158,121.742,124.851,910.924,93.654,536.0,538.373,3212.207,11.186,708.572,2347.383,4125.243,4.95,1254.2,5598.998,3783.248,8.77,4634.337,2965.511,1342.033
Sample98,310.063,22.615,7.103,6.735,1171.686,2843.501,254.429,809.559,146.949,3209.537,1229.488,3.042,1914.799,3.384,701.352,12.774,2289.025,127.573,44.112,60.744,5.363,9.45,730.698,455.061,264.65,49.389,5760.553,3567.215,412.521,280.229,528.657,70.384,12.522,730.807,154.648,36.328,152.964,2606.203,3686.83,44.219,237.309,53.05,329.819,40.672,74.639,2247.571,13.724,415.848,7.445,1467.187,711.194,20.779,1302.201,7.716,38.028,15.453,122.624,788.258,22.093,4.339,65.6,16.86,9.929,346.956,43.325,405.959,14.241,3902.785,70.01,8.436,325.409,3285.324,85.494,2399.679,188.509,104.141,338.772,6045.297,4436.522,127.781,987.03,110.971,117.237,1149.093,95.057,529.561,583.014,3894.162,10.855,554.812,2478.086,4073.958,4.612,1503.415,5167.594,2987.561,8.971,4063.558,2970.558,1351.338
Sample99,291.251,22.158,7.352,7.314,1099.775,2105.858,349.206,942.309,139.734,3069.805,1364.766,4.707,2380.601,5.245,1073.648,16.364,2327.567,101.696,49.549,43.121,4.61,10.609,558.102,424.643,315.329,52.935,4901.542,3783.388,425.976,234.064,564.062,76.538,13.094,665.28,160.452,37.917,140.779,2502.125,3771.902,56.212,271.137,41.812,341.558,40.876,69.964,2590.809,14.401,367.861,8.758,1799.996,751.777,20.531,1456.18,6.402,39.333,14.12,131.374,1063.955,23.397,4.025,78.277,19.037,7.707,312.704,47.159,418.718,16.157,3554.688,70.556,8.985,325.825,3437.551,82.98,2549.581,171.375,103.341,339.492,5343.777,4390.713,111.429,1230.299,120.858,127.871,1030.056,99.042,681.089,617.821,3508.372,10.622,788.079,2200.039,3441.372,5.095,1270.066,4886.939,3321.749,10.02,5047.471,3035.405,1431.699
Sample100,342.517,26.426,7.18,6.222,992.721,2803.202,287.707,899.594,152.164,3262.592,1457.602,3.29,1803.742,3.519,833.477,16.374,2289.843,122.9,42.088,60.85,5.529,9.154,561.899,430.718,298.603,64.756,5688.181,2923.983,346.026,294.531,576.452,68.027,14.07,824.2,133.353,37.586,141.163,2416.854,3361.363,49.398,215.235,41.648,375.398,42.709,62.203,2629.688,12.143,423.065,7.299,1617.98,648.446,18.372,1406.861,7.812,36.809,14.428,136.777,888.606,25.307,3.996,69.748,16.89,9.613,313.874,47.687,332.288,17.243,3914.609,73.66,9.824,310.577,3565.844,76.528,2521.875,185.21,101.88,341.864,5703.519,4687.61,124.901,1163.321,143.076,131.933,1078.624,86.587,562.934,554.857,3402.503,9.821,655.196,2141.269,3492.737,5.974,1199.897,5141.473,3840.671,6.192,4888.164,2806.571,1403.346
Sample101,349.571,17.523,7.825,6.056,1054.242,2356.517,274.726,894.243,146.968,3175.38,1587.483,2.12,1583.996,3.753,751.552,15.784,2204.062,149.963,36.265,48.438,4.665,8.649,515.664,275.128,233.639,45.14,5506.288,2613.206,308.856,412.192,409.539,76.86,14.796,583.378,137.645,36.699,142.702,2211.981,3635.782,47.787,257.561,44.565,328.77,33.94,61.642,2624.663,16.321,410.535,7.02,1725.261,713.692,21.287,1491.162,7.198,33.194,13.633,127.284,1022.963,28.388,4.937,75.271,16.686,8.845,300.709,43.766,408.831,13.652,4199.875,73.332,8.891,356.735,3636.024,85.659,2154.259,176.293,97.278,363.262,6493.974,4368.299,117.661,984.477,124.095,117.227,1107.035,86.753,488.274,594.33,4027.42,10.465,689.787,2128.785,2904.558,5.764,1148.233,4830.022,3571.944,7.997,4553.314,2669.621,1419.628
Sample102,340.591,24.582,6.36,5.911,1079.63,2524.041,291.227,943.013,134.537,3371.906,1386.964,2.864,2247.909,4.817,832.274,17.511,2261.207,135.321,41.389,66.176,4.61,9.256,592.613,430.31,268.925,60.504,5781.742,2835.916,397.566,392.216,513.833,65.752,14.124,680.636,168.545,38.294,144.398,2315.038,4039.811,56.141,244.995,40.276,315.921,35.847,60.699,2676.252,17.517,413.121,6.016,1893.632,675.147,23.063,1410.118,7.152,45.399,14.295,124.0,908.706,28.873,4.648,58.606,15.556,7.296,335.163,45.235,463.576,16.763,4015.769,67.68,9.612,346.902,3468.603,80.124,2417.023,173.392,94.285,329.68,5889.422,4399.786,121.428,1029.864,121.078,131.863,1114.919,82.689,539.118,609.787,3289.521,9.711,907.709,2227.222,3106.755,4.556,1206.513,5376.167,3532.256,8.406,4319.518,2495.796,1325.409
Sample103,348.966,21.954,8.085,6.602,1174.189,2644.587,287.837,1045.02,124.548,3366.21,1192.518,3.805,2086.247,3.495,831.56,13.246,2424.966,126.015,52.225,49.025,4.65,8.945,663.818,373.809,287.482,51.756,5285.458,3847.582,378.168,389.04,574.183,66.104,11.943,668.313,137.795,36.241,133.869,2184.793,3440.982,46.863,245.618,43.064,372.85,27.628,75.377,2718.332,17.153,356.004,7.8,1829.765,770.589,21.208,1457.584,7.493,22.276,15.066,113.558,768.94,28.614,4.428,79.065,16.542,7.926,332.016,42.329,438.057,15.446,3523.41,71.61,9.472,311.259,3604.696,76.997,3234.013,188.365,107.605,349.095,5907.887,4174.42,143.414,1022.302,94.22,147.064,1021.007,100.093,573.639,559.171,3741.936,11.392,783.926,2482.816,4106.669,5.125,1439.903,5321.077,3472.976,7.932,4050.818,2776.05,1649.111
Sample104,402.186,25.619,7.189,6.512,1103.22,2266.823,283.051,860.139,108.91,3037.08,1244.465,3.067,1828.83,4.666,888.099,13.843,2213.64,172.841,42.371,65.676,5.406,11.248,557.873,456.194,286.073,52.961,5565.639,3600.563,360.672,309.889,512.562,64.361,13.231,635.193,135.408,33.501,142.432,2322.858,3518.723,51.497,255.858,37.999,340.16,41.491,75.405,2969.839,15.126,408.577,7.043,1621.093,734.616,24.057,1443.362,7.185,39.342,12.956,138.972,827.342,32.792,4.959,65.409,17.802,7.444,308.085,41.309,333.816,15.069,4050.606,68.303,9.228,271.513,3543.741,84.253,2631.841,186.433,92.61,341.801,5483.136,4016.69,119.872,1006.813,96.508,122.748,987.297,86.472,521.499,638.429,3875.234,9.878,780.888,2067.997,3667.164,4.697,1412.956,5420.034,2681.672,10.008,4558.584,2779.053,1303.732
Sample105,414.191,21.556,7.967,6.101,877.625,2090.945,316.019,846.076,164.388,3426.627,1246.849,2.602,1992.906,4.259,901.966,16.485,2140.398,164.592,46.572,43.159,4.816,9.842,612.647,396.221,253.698,53.487,5192.5,3201.845,443.504,375.997,482.489,65.49,12.571,627.87,153.401,33.539,144.557,2201.934,3713.975,42.774,236.527,43.727,373.251,35.331,63.815,2737.321,16.111,426.069,8.541,1425.005,727.395,23.397,1506.559,7.712,34.892,13.38,146.819,754.908,29.898,3.712,64.401,17.817,8.092,288.939,42.465,409.657,16.173,3850.581,70.165,8.937,288.205,3468.061,69.65,2839.422,178.276,106.658,333.103,5637.636,4350.331,119.611,1066.955,105.691,132.056,1077.433,102.756,444.153,577.737,3772.751,9.992,704.387,2404.79,3555.989,5.104,1130.45,4981.542,2712.404,8.654,4114.424,2482.753,1220.565
Sample106,323.691,26.222,7.65,5.491,1097.672,3230.61,323.644,1029.681,153.615,3245.326,1208.252,3.274,2211.875,3.644,659.328,13.757,2034.835,138.135,37.794,53.426,4.431,9.638,656.216,410.326,243.809,35.635,5484.633,2512.702,523.033,437.115,588.646,62.019,12.243,662.6,168.404,37.294,172.387,2231.812,3492.137,44.812,241.685,44.432,333.773,34.795,61.243,2675.716,16.503,436.565,6.555,1722.373,783.429,21.035,1313.359,8.408,41.658,15.132,136.43,866.125,26.885,3.959,59.18,19.845,8.611,345.318,49.579,397.926,17.163,3458.633,78.843,9.75,384.964,3239.786,92.111,2253.366,188.878,117.811,390.009,5740.686,3652.681,132.693,889.607,110.959,119.951,1005.627,96.919,616.759,539.275,3652.794,10.683,756.821,1955.539,4251.551,4.753,1324.648,5837.733,3418.778,8.837,4139.272,2749.568,1395.874
Sample107,396.947,20.939,7.537,7.29,1119.227,2553.311,265.493,865.627,144.191,3264.438,1454.944,3.044,1487.124,2.957,750.727,15.17,2161.231,159.942,42.522,54.369,5.43,9.896,600.389,376.042,246.445,46.704,5823.142,3160.158,385.921,281.252,572.572,67.465,13.689,716.06,142.096,37.632,165.402,2374.743,3616.443,50.357,265.082,48.419,314.859,34.885,71.558,2757.275,15.598,352.068,7.663,1515.306,728.952,20.066,1498.538,8.187,33.07,12.644,124.814,835.329,29.393,4.228,73.559,17.708,7.631,329.337,42.964,420.35,14.119,3519.89,66.148,8.974,273.221,3685.766,73.685,2432.009,160.2,104.603,415.968,6048.765,4594.336,149.278,1212.959,130.552,136.887,1182.61,82.744,619.99,637.194,3613.278,10.556,645.21,2329.7,3522.513,4.971,1409.212,5693.975,3260.215,8.755,4149.29,2443.463,1432.887
Sample108,418.352,22.909,6.643,7.141,880.996,2212.55,295.815,800.761,150.659,3405.089,1235.53,2.943,2136.729,4.208,920.267,17.678,2185.966,135.309,44.861,59.01,4.004,12.934,560.109,378.944,264.098,52.446,5538.874,3153.992,389.188,363.925,570.79,65.51,13.954,637.804,137.185,33.502,165.088,2427.4,3530.777,49.331,238.648,40.461,294.431,38.615,56.368,2640.178,17.023,473.275,7.32,1650.967,870.007,19.586,1264.884,7.788,38.228,15.691,146.761,699.648,28.003,4.68,75.172,17.89,8.143,342.409,38.795,391.784,14.198,3267.018,69.237,10.121,360.511,3642.388,73.764,2266.869,176.964,91.189,351.731,5651.533,4187.888,118.602,1048.235,124.504,135.59,1088.963,88.206,478.636,504.887,3653.16,10.359,783.025,2190.386,3628.16,5.493,1330.534,5420.929,3617.881,8.579,4236.277,2956.536,1426.348
Sample109,373.817,22.938,7.09,6.256,1029.876,2895.999,274.876,854.371,123.174,2954.043,1657.075,2.708,1875.655,3.964,833.682,13.329,2325.369,139.775,42.472,64.516,4.39,10.342,510.02,404.741,287.491,58.96,5428.446,2971.204,403.03,412.562,579.085,76.306,11.672,752.268,149.907,37.22,154.693,2461.632,3959.661,53.44,256.434,43.322,338.35,35.826,70.34,2547.14,13.668,443.076,8.375,1591.689,643.502,21.839,1501.704,8.439,36.542,16.177,136.68,826.431,27.037,5.197,61.985,18.006,7.203,338.69,43.339,393.54,14.944,3742.693,73.054,8.867,276.071,3358.057,81.918,2216.208,203.139,116.125,369.596,5874.852,4156.441,132.301,1102.929,104.943,127.21,1125.839,87.96,543.557,507.188,3389.914,8.72,737.806,1705.465,3108.901,4.926,1480.92,5706.512,3274.367,6.575,4774.438,2585.387,1434.925
Sample110,332.284,24.327,6.819,6.906,1126.646,2478.803,271.96,812.138,131.592,3861.496,1335.825,3.147,1936.393,3.615,844.892,13.864,1999.713,134.169,47.645,50.028,4.3,9.367,482.568,357.106,228.48,43.377,4917.063,3865.403,387.732,326.197,567.923,74.61,13.711,632.391,169.741,36.364,149.473,2035.193,3976.793,48.945,278.466,37.889,336.938,29.553,69.066,3000.722,16.056,390.979,8.223,1718.011,736.102,21.869,1165.913,6.842,36.688,13.214,133.309,850.642,29.534,5.429,66.413,15.801,7.332,321.75,40.05,468.514,14.492,3366.73,71.079,8.727,271.325,3130.444,84.289,2789.131,180.149,101.915,388.034,5456.54,4124.171,120.906,956.909,105.311,110.441,928.933,90.943,545.852,569.974,3322.446,10.247,685.314,2045.411,3604.864,5.922,1243.08,5124.564,3289.816,9.553,4690.509,2859.366,1511.403
Sample111,367.127,18.336,6.233,6.829,1168.365,2407.22,259.502,965.296,121.143,3262.079,1652.374,3.163,2067.693,3.675,849.729,18.152,2450.718,130.892,47.298,65.68,5.51,10.766,616.932,411.36,308.726,57.345,5441.742,2773.852,296.175,348.049,665.498,58.223,14.221,662.493,153.598,40.115,149.083,2437.415,3537.478,46.746,230.136,46.564,343.913,31.126,72.84,2876.781,14.233,409.215,7.553,1892.694,578.79,22.233,1455.684,7.643,33.338,15.276,137.2,677.768,28.923,4.912,73.875,16.396,6.927,315.325,44.199,431.233,15.538,3605.682,76.166,10.236,328.097,3787.305,87.763,3246.76,176.978,108.111,382.06,5594.491,4303.2,120.385,1114.101,117.987,145.561,1256.594,91.434,560.216,593.713,3270.82,11.248,863.86,2483.221,3266.692,5.584,1068.969,4623.896,3838.503,8.483,4706.508,3119.502,1213.004
Sample112,325.805,19.848,6.469,6.503,1124.892,2371.012,285.604,999.061,113.446,3555.374,1411.648,4.11,1771.885,4.341,893.821,15.101,2126.123,152.025,44.411,46.539,4.408,10.818,590.213,396.617,316.948,62.535,5963.235,3849.414,337.296,328.113,546.632,58.359,13.521,579.014,121.2,35.368,160.773,2190.849,3718.218,49.597,253.416,45.123,359.633,34.013,70.78,2557.622,13.801,436.315,7.726,1749.82,664.881,27.297,1416.333,6.862,39.575,15.62,143.554,891.526,26.462,4.295,74.107,18.526,8.99,350.625,48.662,465.695,16.013,3894.322,70.552,11.189,296.604,3030.993,73.064,2927.244,186.081,102.523,394.691,5972.864,3967.925,135.228,1040.371,115.577,151.953,1219.7,88.105,489.097,581.869,3630.583,9.474,741.922,1758.016,3691.362,5.317,1579.559,4454.471,3475.312,9.449,4227.783,2637.627,1317.249
Sample113,324.454,27.908,7.321,5.97,1156.795,2343.675,253.348,893.599,154.563,3409.598,1103.773,3.401,2110.88,3.474,841.274,13.187,2163.868,148.572,50.722,63.879,4.296,10.869,659.288,456.436,165.736,47.266,5590.788,3490.941,382.365,309.809,619.509,64.257,13.081,734.039,127.61,37.507,141.067,2119.944,4035.016,41.443,224.158,50.158,349.783,39.964,68.494,2657.53,14.515,397.347,8.566,1769.485,664.107,22.577,1391.138,7.025,35.374,13.888,143.328,1054.129,27.015,3.475,72.499,14.172,8.817,358.361,42.313,415.001,17.822,3375.965,73.27,10.347,343.638,3870.662,75.477,2966.416,180.801,103.261,341.63,5582.973,3974.783,122.284,1043.33,111.97,132.73,1141.509,99.785,481.143,534.748,3578.971,11.712,708.1,1972.987,3402.289,4.944,1394.703,4753.56,3597.287,9.414,4392.651,2797.536,1441.322
Sample114,435.408,31.167,7.427,6.249,1004.508,2402.002,281.78,842.719,116.738,2745.81,1519.84,3.78,1989.531,4.108,841.614,16.694,2365.265,98.216,45.864,64.23,4.425,11.363,537.119,434.024,272.291,53.03,4461.337,3104.215,395.592,349.381,631.784,79.721,13.648,773.044,138.971,38.861,177.358,2398.141,3750.099,45.717,238.336,41.614,291.697,38.364,67.567,2435.355,14.935,399.582,7.866,1671.302,769.51,22.717,1460.383,7.873,47.052,13.526,132.841,937.318,30.281,4.751,68.325,18.768,9.802,337.352,43.677,340.416,14.372,3636.178,62.552,9.025,315.381,3752.475,83.093,2543.371,204.583,98.487,383.318,6267.574,4312.072,113.906,1171.763,135.779,115.317,1106.823,85.347,474.593,611.656,3994.987,10.429,718.681,2213.737,3500.044,5.244,1079.048,5458.799,3238.66,7.639,4873.531,3000.658,1511.349
Sample115,328.521,23.42,7.558,6.078,1090.431,2571.085,264.332,943.521,85.572,3090.794,1338.925,3.205,1585.152,3.191,697.091,15.137,2182.67,142.188,37.057,61.347,5.582,8.88,605.72,402.08,288.617,55.608,5876.659,2916.447,374.407,367.827,570.894,70.116,14.775,617.873,138.162,42.608,175.174,2061.583,4165.546,38.602,209.595,50.036,350.8,39.222,69.493,2518.356,13.506,364.438,7.834,1695.624,649.265,15.551,1216.024,8.279,42.224,13.446,128.784,903.357,28.268,4.506,70.221,18.026,7.201,323.559,36.724,301.096,15.298,4216.966,79.61,9.518,352.468,3512.342,78.451,1996.573,178.791,92.951,390.107,5742.08,4245.669,148.963,1097.234,118.596,132.796,955.819,87.239,483.893,633.849,3559.752,9.517,703.09,2459.105,3638.502,5.293,1246.207,5435.626,3503.536,8.197,3890.0,2937.464,1633.143
Sample116,288.693,27.227,6.574,7.044,1105.298,2714.987,260.426,912.856,133.333,3238.443,1172.109,3.406,1943.548,3.607,854.395,15.599,2146.317,138.118,48.748,62.024,5.11,10.225,605.779,417.371,209.828,49.472,6177.362,3775.844,454.363,292.101,577.543,64.221,16.286,730.535,137.645,35.469,149.377,2288.778,3548.942,43.794,232.744,49.869,323.815,39.861,65.678,2378.537,17.552,474.697,7.549,1618.532,817.965,19.769,1361.634,8.114,39.979,12.952,123.761,780.609,25.83,3.674,67.148,14.197,7.637,313.188,39.281,454.67,15.406,3793.876,65.3,8.406,259.631,3733.948,88.442,2675.555,169.217,97.141,383.345,6058.468,3895.366,111.12,1114.774,104.654,139.014,1200.545,101.22,605.618,511.172,3521.385,10.039,907.052,1617.89,3694.085,5.876,1347.905,5332.217,3508.467,8.95,4976.186,2582.894,1566.754
Sample117,333.163,25.942,6.965,5.424,960.165,2707.206,325.428,926.282,126.029,3135.763,1345.616,3.004,1624.902,3.388,757.036,14.763,2395.289,117.303,44.743,68.735,4.6,10.321,626.327,446.287,320.701,51.164,5507.222,3289.813,401.559,344.856,514.454,76.96,12.795,724.538,160.028,38.691,152.775,2347.726,3426.232,46.152,243.759,50.9,375.501,33.743,54.819,2358.187,17.934,433.33,7.309,1629.304,703.028,21.554,1351.721,7.735,39.058,12.586,124.381,724.876,25.169,4.97,82.624,17.291,7.881,331.091,39.212,366.718,15.698,3552.691,69.485,9.149,284.569,3537.336,91.737,2726.869,184.799,85.882,348.176,5177.036,3975.254,137.084,1020.651,119.103,147.645,1024.963,80.43,558.586,564.605,4007.187,9.46,688.759,2207.181,4443.249,4.167,1433.819,4739.851,3609.31,8.966,4586.637,2921.002,1242.845
Sample118,373.61,24.662,7.105,5.917,1027.498,2814.093,296.325,1048.386,151.706,3554.027,1273.456,3.024,1790.545,4.19,752.817,13.287,2582.457,109.052,46.639,56.474,5.412,9.337,646.714,430.866,303.88,65.4,5456.991,3352.616,376.314,336.282,491.38,68.8,13.222,644.232,168.486,36.974,174.834,2248.782,3361.143,50.129,234.83,47.167,353.022,38.81,64.402,3152.904,20.252,402.627,7.985,1852.219,605.488,17.577,1717.882,7.085,34.968,15.695,127.451,901.634,25.67,4.659,64.922,17.262,8.225,282.936,39.787,463.91,17.011,3938.969,71.129,10.188,289.815,4035.845,73.771,2470.493,183.422,108.67,349.488,5678.095,4397.483,136.681,1027.589,119.709,133.377,1385.473,92.721,618.481,514.262,3156.857,11.072,869.541,2100.811,3787.21,5.059,1278.267,4999.052,3290.261,7.359,4223.97,2905.111,1659.09
Sample119,368.923,25.598,6.342,5.79,1277.244,2812.444,302.995,858.944,160.417,3391.023,1257.0,2.826,1924.078,4.028,825.975,14.482,2154.428,157.528,36.005,59.268,5.211,9.768,608.93,419.303,303.887,47.535,5297.756,2636.506,382.454,339.598,536.037,65.443,13.51,677.278,134.581,34.779,132.375,1940.223,3931.269,42.824,229.563,51.526,381.341,30.808,71.652,2507.717,17.529,427.739,7.074,1684.498,601.66,22.472,1221.895,7.197,43.658,12.532,132.71,842.815,27.159,4.888,71.602,17.627,9.513,293.095,37.385,495.401,15.322,4142.749,72.512,10.543,313.713,3315.456,87.759,1883.343,162.41,99.878,425.376,5923.928,4255.103,126.184,982.234,104.612,119.064,1089.489,78.872,640.283,482.933,3284.975,9.55,795.21,1689.356,3496.072,4.676,1570.612,5223.612,3837.773,7.785,4551.272,2778.372,1491.599
Sample120,336.615,23.872,7.292,6.332,887.385,2332.975,337.279,984.531,146.168,3458.79,1239.97,4.092,1721.695,4.444,799.989,15.184,2041.325,147.674,44.294,61.222,5.675,10.37,620.2,389.995,293.466,52.715,5467.376,3516.002,365.004,248.726,526.779,56.484,10.914,773.636,166.37,34.533,140.96,2580.996,3559.291,46.116,248.751,48.992,354.947,35.317,70.037,2451.717,13.48,380.956,7.946,1661.397,752.859,20.692,1446.996,7.791,36.782,14.736,126.721,802.495,27.889,4.271,62.903,20.584,8.173,306.116,39.705,420.076,17.851,3617.173,78.812,10.516,350.126,3465.174,78.823,2417.028,165.197,99.487,314.784,5405.804,4101.357,124.101,1083.525,98.887,130.9,1180.456,98.25,695.872,548.638,4044.045,10.98,783.452,2405.596,3726.061,5.01,1291.548,5695.642,3755.221,6.248,4436.122,2497.446,1264.627
Sample121,330.896,19.923,6.31,6.555,946.92,2479.847,219.953,896.893,127.711,3159.609,1466.439,1.838,1807.324,3.948,902.112,18.08,2463.344,111.9,40.755,75.399,5.682,10.258,613.811,448.412,271.826,49.293,5630.624,3247.394,379.686,390.797,480.938,70.327,13.255,687.945,149.375,40.254,168.255,2816.335,3676.933,50.158,276.84,42.662,354.507,43.337,73.882,2891.404,12.76,407.7,7.777,1933.25,786.225,22.946,1269.054,7.316,44.53,17.295,121.49,841.009,27.201,5.421,67.628,15.604,8.821,305.644,37.61,382.737,16.345,3685.424,64.878,7.578,319.647,3993.041,88.491,2905.662,184.858,95.531,370.266,4836.522,4444.513,136.156,1195.401,114.538,137.758,1269.727,89.502,629.703,556.876,3771.818,10.862,751.586,2485.459,4479.096,5.129,1117.911,5523.355,3405.998,6.978,4650.874,2848.399,1196.506
Sample122,392.484,20.965,7.953,6.012,1093.638,2613.368,322.217,939.346,126.678,3854.093,1633.075,3.505,1856.311,2.674,705.855,15.287,2461.036,146.56,47.817,67.434,4.423,9.032,624.727,406.943,279.722,61.491,5251.64,3208.494,367.766,419.406,640.921,82.268,14.159,703.682,134.132,43.547,159.58,2426.051,3521.334,50.564,224.459,43.518,332.802,30.711,59.785,2881.35,14.242,360.906,7.171,1905.354,627.21,24.107,1694.007,8.262,29.924,14.092,125.009,792.089,28.406,5.483,78.995,16.286,7.908,345.81,43.406,336.013,13.944,3486.288,71.251,9.283,314.769,3531.392,97.594,2574.999,185.277,103.96,393.983,5393.795,3749.622,134.907,1081.114,104.642,142.436,1137.477,88.986,531.146,535.56,3319.164,10.47,746.479,2230.79,3335.998,4.736,971.304,4653.456,3682.065,8.998,3976.139,2935.436,1401.108
